ID;IDS;IDP;CANT
4160;3;490;7
4161;3;491;4
4162;3;492;0
4163;3;493;9
4164;3;494;1
4165;3;495;14
4166;3;496;7
4167;3;497;15
4168;3;498;0
4169;3;499;15
4170;3;500;14
4171;3;501;0
4172;3;502;18
4173;3;503;4
4174;3;504;4
4175;3;505;13
4176;3;506;14
4177;3;507;8
4178;3;508;10
4179;3;509;7
4180;3;510;12
4181;3;511;4
4182;3;512;5
4183;3;513;12
4184;3;514;13
4185;3;515;11
4186;3;516;16
4187;3;517;14
4188;3;518;18
4189;3;519;5
4190;3;520;8
4191;3;521;1
4192;3;522;15
4193;3;523;9
4194;3;524;5
4195;3;525;10
4196;3;526;5
4197;3;527;17
4198;3;528;20
4199;3;529;0
4200;3;530;17
4201;3;531;14
4202;3;532;5
4203;3;533;16
4204;3;534;3
4205;3;535;20
4206;3;536;10
4207;3;537;1
4208;3;538;12
4209;3;539;16
4210;3;540;4
4211;3;541;16
4212;3;542;7
4213;3;543;10
4214;3;544;3
4215;3;545;10
4216;3;546;6
4217;3;547;20
4218;3;548;6
4219;3;549;4
4220;3;550;1
4221;3;551;9
4222;3;552;18
4223;3;553;18
4224;3;554;1
4225;3;555;18
4226;3;556;6
4227;3;557;7
4228;3;558;13
4229;3;559;2
4230;3;560;0
4231;3;561;19
4232;3;562;20
4233;3;563;7
4234;3;564;7
4235;3;565;14
4236;3;566;19
4237;3;567;13
4238;3;568;6
4239;3;569;7
4240;3;570;11
4241;3;571;0
4242;3;572;8
4243;3;573;10
4244;3;574;19
4245;3;575;11
4246;3;576;19
4247;3;577;7
4248;3;578;2
4249;3;579;12
4250;3;580;15
4251;3;581;20
4252;3;582;17
4253;3;583;2
4254;3;584;9
4255;3;585;4
4256;3;586;12
4257;3;587;4
4258;3;588;9
4259;3;589;14
4260;3;590;10
4261;3;591;1
4262;3;592;5
4263;3;593;10
4264;3;594;16
4265;3;595;19
4266;3;596;4
4267;3;597;2
4268;3;598;9
4269;3;599;3
4270;3;600;6
4271;3;601;3
4272;3;602;3
4273;3;603;10
4274;3;604;4
4275;3;605;5
4276;3;606;4
4277;3;607;16
4278;3;608;13
4279;3;609;10
4280;3;610;4
4281;3;611;16
4282;3;612;20
4283;3;613;8
4284;3;614;14
4285;3;615;14
4286;3;616;20
4287;3;617;0
4288;3;618;9
4289;3;619;6
4290;3;620;20
4291;3;621;1
4292;3;622;7
4293;3;623;19
4294;3;624;14
4295;3;625;20
4296;3;626;11
4297;3;627;12
4298;3;628;0
4299;3;629;4
4300;3;630;12
4301;3;631;19
4302;3;632;12
4303;3;633;20
4304;3;634;4
4305;3;635;11
4306;3;636;4
4307;3;637;10
4308;3;638;1
4309;3;639;3
4310;3;640;10
4311;3;641;11
4312;3;642;18
4313;3;643;18
4314;3;644;5
4315;3;645;5
4316;3;646;11
4317;3;647;17
4318;3;648;4
4319;3;649;1
4320;3;650;6
4321;3;651;11
4322;3;652;15
4323;3;653;6
4324;3;654;16
4325;3;655;3
4326;3;656;16
4327;3;657;0
4328;3;658;2
4329;3;659;9
4330;3;660;17
4331;3;661;0
4332;3;662;1
4333;3;663;15
4334;3;664;19
4335;3;665;5
4336;3;666;7
4337;3;667;11
4338;3;668;12
4339;3;669;8
4340;3;670;3
4341;3;671;6
4342;3;672;5
4343;3;673;7
4344;3;674;6
4345;3;675;7
4346;3;676;9
4347;3;677;7
4348;3;678;0
4349;3;679;11
4350;3;680;19
4351;3;681;17
4352;3;682;11
4353;3;683;1
4354;3;684;6
4355;3;685;11
4356;3;686;6
4357;3;687;12
4358;3;688;13
4359;3;689;3
4360;3;690;0
4361;3;691;12
4362;3;692;19
4363;3;693;14
4364;3;694;9
4365;3;695;6
4366;3;696;20
4367;3;697;0
4368;3;698;7
4369;3;699;10
4370;3;700;20
4371;3;701;20
4372;3;702;1
4373;3;703;11
4374;3;704;3
4375;3;705;0
4376;3;706;18
4377;3;707;2
4378;3;708;17
4379;3;709;0
4380;3;710;5
4381;3;711;1
4382;3;712;1
4383;3;713;14
4384;3;714;6
4385;3;715;10
4386;3;716;7
4387;3;717;5
4388;3;718;6
4389;3;719;12
4390;3;720;1
4391;3;721;15
4392;3;722;8
4393;3;723;2
4394;3;724;0
4395;3;725;9
4396;3;726;20
4397;3;727;18
4398;3;728;19
4399;3;729;5
4400;3;730;6
4401;3;731;18
4402;3;732;6
4403;3;733;10
4404;3;734;5
4405;3;735;12
4406;3;736;5
4407;3;737;0
4408;3;738;18
4409;3;739;6
4410;3;740;18
4411;3;741;5
4412;3;742;7
4413;3;743;12
4414;3;744;3
4415;3;745;7
4416;3;746;2
4417;3;747;15
4418;3;748;7
4419;3;749;3
4420;3;750;6
4421;3;751;6
4422;3;752;0
4423;3;753;9
4424;3;754;17
4425;3;755;3
4426;3;756;16
4427;3;757;20
4428;3;758;2
4429;3;759;11
4430;3;760;12
4431;3;761;11
4432;3;762;17
4433;3;763;17
4434;3;764;8
4435;3;765;18
4436;3;766;14
4437;3;767;2
4438;3;768;8
4439;3;769;20
4440;3;770;18
4441;3;771;14
4442;3;772;14
4443;3;773;12
4444;3;774;7
4445;3;775;6
4446;3;776;1
4447;3;777;14
4448;3;778;11
4449;3;779;16
4450;3;780;4
4451;3;781;19
4452;3;782;13
4453;3;783;3
4454;3;784;16
4455;3;785;17
4456;3;786;2
4457;3;787;16
4458;3;788;16
4459;3;789;15
4460;3;790;6
4461;3;791;12
4462;3;792;2
4463;3;793;6
4464;3;794;9
4465;3;795;6
4466;3;796;13
4467;3;797;13
4468;3;798;13
4469;3;799;12
4470;3;800;13
4471;3;801;3
4472;3;802;2
4473;3;803;12
4474;3;804;2
4475;3;805;8
4476;3;806;20
4477;3;807;16
4478;3;808;13
4479;3;809;13
4480;3;810;1
4481;3;811;15
4482;3;812;20
4483;3;813;20
4484;3;814;5
4485;3;815;18
4486;3;816;18
4487;3;817;7
4488;3;818;20
4489;3;819;12
4490;3;820;17
4491;3;821;14
4492;3;822;18
4493;3;823;6
4494;3;824;19
4495;3;825;19
4496;3;826;0
4497;3;827;10
4498;3;828;12
4499;3;829;10
4500;3;830;8
4501;3;831;16
4502;3;832;18
4503;3;833;8
4504;3;834;4
4505;3;835;9
4506;3;836;11
4507;3;837;17
4508;3;838;6
4509;3;839;20
4510;3;840;13
4511;3;841;19
4512;3;842;20
4513;3;843;5
4514;3;844;12
4515;3;845;2
4516;3;846;14
4517;3;847;3
4518;3;848;2
4519;3;849;11
4520;3;850;12
4521;3;851;15
4522;3;852;18
4523;3;853;5
4524;3;854;10
4525;3;855;1
4526;3;856;11
4527;3;857;8
4528;3;858;15
4529;3;859;4
4530;3;860;13
4531;3;861;4
4532;3;862;12
4533;3;863;11
4534;3;864;10
4535;3;865;0
4536;3;866;4
4537;3;867;15
4538;3;868;12
4539;3;869;0
4540;3;870;2
4541;3;871;14
4542;3;872;0
4543;3;873;20
4544;3;874;9
4545;3;875;13
4546;3;876;15
4547;3;877;14
4548;3;878;4
4549;3;879;9
4550;3;880;18
4551;3;881;5
4552;3;882;18
4553;3;883;9
4554;3;884;11
4555;3;885;8
4556;3;886;20
4557;3;887;2
4558;3;888;19
4559;3;889;0
4560;3;890;4
4561;3;891;16
4562;3;892;15
4563;3;893;3
4564;3;894;19
4565;3;895;2
4566;3;896;0
4567;3;897;15
4568;3;898;8
4569;3;899;2
4570;3;900;13
4571;3;901;5
4572;3;902;12
4573;3;903;18
4574;3;904;5
4575;3;905;13
4576;3;906;5
4577;3;907;2
4578;3;908;4
4579;3;909;19
4580;3;910;20
4581;3;911;18
4582;3;912;13
4583;3;913;15
4584;3;914;20
4585;3;915;9
4586;3;916;12
4587;3;917;12
4588;3;918;1
4589;3;919;12
4590;3;920;7
4591;3;921;0
4592;3;922;4
4593;3;923;10
4594;3;924;0
4595;3;925;9
4596;3;926;12
4597;3;927;19
4598;3;928;17
4599;3;929;20
4600;3;930;0
4601;3;931;13
4602;3;932;13
4603;3;933;14
4604;3;934;15
4605;3;935;20
4606;3;936;5
4607;3;937;4
4608;3;938;7
4609;3;939;11
4610;3;940;10
4611;3;941;20
4612;3;942;4
4613;3;943;11
4614;3;944;13
4615;3;945;0
4616;3;946;10
4617;3;947;5
4618;3;948;0
4619;3;949;16
4620;3;950;6
4621;3;951;14
4622;3;952;7
4623;3;953;1
4624;3;954;19
4625;3;955;0
4626;3;956;11
4627;3;957;12
4628;3;958;5
4629;3;959;7
4630;3;960;14
4631;3;961;9
4632;3;962;5
4633;3;963;12
4634;3;964;12
4635;3;965;14
4636;3;966;18
4637;3;967;4
4638;3;968;19
4639;3;969;12
4640;3;970;14
4641;3;971;5
4642;3;972;12
4643;3;973;1
4644;3;974;18
4645;3;975;0
4646;3;976;5
4647;3;977;11
4648;3;978;13
4649;3;979;14
4650;3;980;4
4651;3;981;5
4652;3;982;4
4653;3;983;17
4654;3;984;17
4655;3;985;19
4656;3;986;0
4657;3;987;5
4658;3;988;2
4659;3;989;1
4660;3;990;20
4661;3;991;10
4662;3;992;19
4663;3;993;6
4664;3;994;17
4665;3;995;11
4666;3;996;0
4667;3;997;17
4668;3;998;14
4669;3;999;2
4670;3;1000;13
4671;3;1001;17
4672;3;1002;13
4673;3;1003;14
4674;3;1004;15
4675;3;1005;12
4676;3;1006;16
4677;3;1007;11
4678;3;1008;15
4679;3;1009;16
4680;3;1010;3
4681;3;1011;18
4682;3;1012;2
4683;3;1013;11
4684;3;1014;12
4685;3;1015;18
4686;3;1016;3
4687;3;1017;2
4688;3;1018;4
4689;3;1019;2
4690;3;1020;2
4691;3;1021;11
4692;3;1022;3
4693;3;1023;11
4694;3;1024;19
4695;3;1025;10
4696;3;1026;14
4697;3;1027;19
4698;3;1028;5
4699;3;1029;16
4700;3;1030;15
4701;3;1031;20
4702;3;1032;12
4703;3;1033;9
4704;3;1034;11
4705;3;1035;20
4706;3;1036;1
4707;3;1037;4
4708;3;1038;6
4709;3;1039;8
4710;3;1040;13
4711;3;1041;2
4712;3;1042;9
4713;3;1043;6
4714;3;1044;2
4715;3;1045;18
4716;3;1046;14
4717;3;1047;13
4718;3;1048;13
4719;3;1049;20
4720;3;1050;11
4721;3;1051;4
4722;3;1052;6
4723;3;1053;2
4724;3;1054;2
4725;3;1055;7
4726;3;1056;3
4727;3;1057;7
4728;3;1058;11
4729;3;1059;2
4730;3;1060;5
4731;3;1061;12
4732;3;1062;14
4733;3;1063;10
4734;3;1064;1
4735;3;1065;8
4736;3;1066;6
4737;3;1067;4
4738;3;1068;18
4739;3;1069;20
4740;3;1070;10
4741;3;1071;19
4742;3;1072;10
4743;3;1073;2
4744;3;1074;18
4745;3;1075;8
4746;3;1076;16
4747;3;1077;1
4748;3;1078;14
4749;3;1079;2
4750;3;1080;16
4751;3;1081;1
4752;3;1082;8
4753;3;1083;11
4754;3;1084;17
4755;3;1085;12
4756;3;1086;2
4757;3;1087;19
4758;3;1088;6
4759;3;1089;9
4760;3;1090;18
4761;3;1091;15
4762;3;1092;17
4763;3;1093;17
4764;3;1094;18
4765;3;1095;4
4766;3;1096;0
4767;3;1097;3
4768;3;1098;15
4769;3;1099;3
4770;3;1100;9
4771;3;1101;2
4772;3;1102;12
4773;3;1103;20
4774;3;1104;20
4775;3;1105;2
4776;3;1106;10
4777;3;1107;6
4778;3;1108;9
4779;3;1109;11
4780;3;1110;1
4781;3;1111;13
4782;3;1112;11
4783;3;1113;14
4784;3;1114;13
4785;3;1115;6
4786;3;1116;2
4787;3;1117;19
4788;3;1118;6
4789;3;1119;6
4790;3;1120;3
4791;3;1121;3
4792;3;1122;1
4793;3;1123;5
4794;3;1124;1
4795;3;1125;0
4796;3;1126;6
4797;3;1127;4
4798;3;1128;13
4799;3;1129;18
4800;3;1130;15
4801;3;1131;17
4802;3;1132;3
4803;3;1133;13
4804;3;1134;10
4805;3;1135;3
4806;3;1136;13
4807;3;1137;13
4808;3;1138;3
4809;3;1139;18
4810;3;1140;1
4811;3;1141;16
4812;3;1142;13
4813;3;1143;1
4814;3;1144;11
4815;3;1145;11
4816;3;1146;20
4817;3;1147;12
4818;3;1148;18
4819;3;1149;14
4820;3;1150;8
4821;3;1151;16
4822;3;1152;1
4823;3;1153;17
4824;3;1154;7
4825;3;1155;15
4826;3;1156;18
4827;3;1157;1
4828;3;1158;12
4829;3;1159;15
4830;3;1160;10
4831;3;1161;20
4832;3;1162;4
4833;3;1163;7
4834;3;1164;14
4835;3;1165;12
4836;3;1166;13
4837;3;1167;19
4838;3;1168;15
4839;3;1169;11
4840;3;1170;14
4841;3;1171;12
4842;3;1172;8
4843;3;1173;0
4844;3;1174;15
4845;3;1175;3
4846;3;1176;17
4847;3;1177;19
4848;3;1178;12
4849;3;1179;19
4850;3;1180;18
4851;3;1181;12
4852;3;1182;6
4853;3;1183;18
4854;3;1184;20
4855;3;1185;12
4856;3;1186;13
4857;3;1187;4
4858;3;1188;4
4859;3;1189;7
4860;3;1190;18
4861;3;1191;14
4862;3;1192;17
4863;3;1193;0
4864;3;1194;6
4865;3;1195;5
4866;3;1196;8
4867;3;1197;6
4868;3;1198;9
4869;3;1199;1
4870;3;1200;9
4871;3;1201;20
4872;3;1202;8
4873;3;1203;8
4874;3;1204;6
4875;3;1205;10
4876;3;1206;9
4877;3;1207;5
4878;3;1208;12
4879;3;1209;1
4880;3;1210;5
4881;3;1211;3
4882;3;1212;9
4883;3;1213;5
4884;3;1214;6
4885;3;1215;11
4886;3;1216;16
4887;3;1217;3
4888;3;1218;0
4889;3;1219;20
4890;3;1220;0
4891;3;1221;20
4892;3;1222;2
4893;3;1223;7
4894;3;1224;12
4895;3;1225;6
4896;3;1226;16
4897;3;1227;7
4898;3;1228;15
4899;3;1229;2
4900;3;1230;9
4901;3;1231;19
4902;3;1232;14
4903;3;1233;16
4904;3;1234;0
4905;3;1235;13
4906;3;1236;14
4907;3;1237;9
4908;3;1238;19
4909;3;1239;16
4910;3;1240;5
4911;3;1241;9
4912;3;1242;8
4913;3;1243;13
4914;3;1244;20
4915;3;1245;12
4916;3;1246;5
4917;3;1247;15
4918;3;1248;0
4919;3;1249;9
4920;3;1250;12
4921;3;1251;13
4922;3;1252;15
4923;3;1253;12
4924;3;1254;12
4925;3;1255;14
4926;3;1256;6
4927;3;1257;5
4928;3;1258;17
4929;3;1259;8
4930;3;1260;1
4931;3;1261;17
4932;3;1262;13
4933;3;1263;11
4934;3;1264;20
4935;3;1265;14
4936;3;1266;2
4937;3;1267;14
4938;3;1268;13
4939;3;1269;11
4940;3;1270;7
4941;3;1271;5
4942;3;1272;10
4943;3;1273;6
4944;3;1274;4
4945;3;1275;1
4946;3;1276;19
4947;3;1277;2
4948;3;1278;18
4949;3;1279;18
4950;3;1280;0
4951;3;1281;8
4952;3;1282;2
4953;3;1283;12
4954;3;1284;6
4955;3;1285;2
4956;3;1286;1
4957;3;1287;19
4958;3;1288;18
4959;3;1289;6
4960;3;1290;20
4961;3;1291;5
4962;3;1292;16
4963;3;1293;2
4964;3;1294;4
4965;3;1295;2
4966;3;1296;16
4967;3;1297;8
4968;3;1298;6
4969;3;1299;10
4970;3;1300;0
4971;3;1301;19
4972;3;1302;1
4973;3;1303;16
4974;3;1304;7
4975;3;1305;17
4976;3;1306;10
4977;3;1307;0
4978;3;1308;18
4979;3;1309;15
4980;3;1310;16
4981;3;1311;16
4982;3;1312;1
4983;3;1313;1
4984;3;1314;8
4985;3;1315;4
4986;3;1316;18
4987;3;1317;19
4988;3;1318;13
4989;3;1319;1
4990;3;1320;7
4991;3;1321;11
4992;3;1322;7
4993;3;1323;15
4994;3;1324;14
4995;3;1325;10
4996;3;1326;2
4997;3;1327;13
4998;3;1328;17
4999;3;1329;5
5000;3;1330;9
5001;3;1331;10
5002;3;1332;14
5003;3;1333;10
5004;3;1334;5
5005;3;1335;0
5006;3;1336;1
5007;3;1337;20
5008;3;1338;13
5009;3;1339;16
5010;3;1340;1
5011;3;1341;15
5012;3;1342;4
5013;3;1343;5
5014;3;1344;6
5015;3;1345;16
5016;3;1346;19
5017;3;1347;1
5018;3;1348;18
5019;3;1349;19
5020;3;1350;3
5021;3;1351;14
5022;3;1352;18
5023;3;1353;7
5024;3;1354;8
5025;3;1355;19
5026;3;1356;18
5027;3;1357;14
5028;3;1358;18
5029;3;1359;2
5030;3;1360;19
5031;3;1361;6
5032;3;1362;16
5033;3;1363;15
5034;3;1364;18
5035;3;1365;18
5036;3;1366;18
5037;3;1367;14
5038;3;1368;2
5039;3;1369;11
5040;3;1370;6
5041;3;1371;20
5042;3;1372;8
5043;3;1373;5
5044;3;1374;20
5045;3;1375;5
5046;3;1376;6
5047;3;1377;7
5048;3;1378;0
5049;3;1379;7
5050;3;1380;11
5051;3;1381;16
5052;3;1382;4
5053;3;1383;17
5054;3;1384;6
5055;3;1385;18
5056;3;1386;2
5057;3;1387;12
5058;3;1388;17
5059;3;1389;20
5060;3;1390;16
5061;3;1391;1
5062;3;1392;16
5063;3;1393;11
5064;3;1394;17
5065;3;1395;0
5066;3;1396;20
5067;3;1397;15
5068;3;1398;8
5069;3;1399;12
5070;3;1400;17
5071;3;1401;18
5072;3;1402;8
5073;3;1403;4
5074;3;1404;17
5075;3;1405;4
5076;3;1406;18
5077;3;1407;19
5078;3;1408;17
5079;3;1409;2
5080;3;1410;11
5081;3;1411;0
5082;3;1412;2
5083;3;1413;4
5084;3;1414;20
5085;3;1415;0
5086;3;1416;8
5087;3;1417;6
5088;3;1418;19
5089;3;1419;0
5090;3;1420;0
5091;3;1421;14
5092;3;1422;19
5093;3;1423;0
5094;3;1424;3
5095;3;1425;5
5096;3;1426;19
5097;3;1427;17
5098;3;1428;4
5099;3;1429;2
5100;3;1430;8
5101;3;1431;10
5102;3;1432;20
5103;3;1433;19
5104;3;1434;19
5105;3;1435;8
5106;3;1436;8
5107;3;1437;13
5108;3;1438;3
5109;3;1439;15
5110;3;1440;3
5111;3;1441;18
5112;3;1442;12
5113;3;1443;9
5114;3;1444;6
5115;3;1445;5
5116;3;1446;10
5117;3;1447;2
5118;3;1448;12
5119;3;1449;15
5120;3;1450;8
5121;3;1451;14
5122;3;1452;19
5123;3;1453;0
5124;3;1454;1
5125;3;1455;13
5126;3;1456;20
5127;3;1457;11
5128;3;1458;12
5129;3;1459;16
5130;3;1460;16
5131;3;1461;9
5132;3;1462;2
5133;3;1463;9
5134;3;1464;2
5135;3;1465;5
5136;3;1466;3
5137;3;1467;11
5138;3;1468;14
5139;3;1469;12
5140;3;1470;2
5141;3;1471;13
5142;3;1472;11
5143;3;1473;5
5144;3;1474;1
5145;3;1475;2
5146;3;1476;15
5147;3;1477;19
5148;3;1478;10
5149;3;1479;2
5150;3;1480;4
5151;3;1481;17
5152;3;1482;0
5153;3;1483;17
5154;3;1484;17
5155;3;1485;0
5156;3;1486;0
5157;3;1487;10
5158;3;1488;8
5159;3;1489;2
5160;3;1490;4
5161;3;1491;7
5162;3;1492;9
5163;3;1493;17
5164;3;1494;10
5165;3;1495;13
5166;3;1496;4
5167;3;1497;20
5168;3;1498;7
5169;3;1499;16
5170;3;1500;17
5171;3;1501;5
5172;3;1502;4
5173;3;1503;10
5174;3;1504;2
5175;3;1505;3
5176;3;1506;19
5177;3;1507;12
5178;3;1508;18
5179;3;1509;8
5180;3;1510;0
5181;3;1511;14
5182;3;1512;8
5183;3;1513;12
5184;3;1514;2
5185;3;1515;4
5186;3;1516;16
5187;3;1517;0
5188;3;1518;20
5189;3;1519;2
5190;3;1520;1
5191;3;1521;19
5192;3;1522;5
5193;3;1523;5
5194;3;1524;13
5195;3;1525;20
5196;3;1526;15
5197;3;1527;10
5198;3;1528;5
5199;3;1529;17
5200;3;1530;20
5201;3;1531;0
5202;3;1532;3
5203;3;1533;17
5204;3;1534;16
5205;3;1535;5
5206;3;1536;2
5207;3;1537;18
5208;3;1538;9
5209;3;1539;5
5210;3;1540;5
5211;3;1541;2
5212;3;1542;8
5213;3;1543;15
5214;3;1544;13
5215;3;1545;1
5216;3;1546;19
5217;3;1547;6
5218;3;1548;11
5219;3;1549;12
5220;3;1550;3
5221;3;1551;12
5222;3;1552;0
5223;3;1553;14
5224;3;1554;10
5225;3;1555;12
5226;3;1556;0
5227;3;1557;3
5228;3;1558;4
5229;3;1559;10
5230;3;1560;8
5231;3;1561;15
5232;3;1562;8
5233;3;1563;0
5234;3;1564;17
5235;3;1565;16
5236;3;1566;0
5237;3;1567;15
5238;3;1568;19
5239;3;1569;6
5240;3;1570;1
5241;3;1571;17
5242;3;1572;0
5243;3;1573;16
5244;3;1574;8
5245;3;1575;20
5246;3;1576;5
5247;3;1577;5
5248;3;1578;16
5249;3;1579;20
5250;3;1580;16
5251;3;1581;20
5252;3;1582;1
5253;3;1583;7
5254;3;1584;10
5255;3;1585;7
5256;3;1586;6
5257;3;1587;18
5258;3;1588;20
5259;3;1589;10
5260;3;1590;10
5261;3;1591;7
5262;3;1592;6
5263;3;1593;7
5264;3;1594;18
5265;3;1595;13
5266;3;1596;19
5267;3;1597;13
5268;3;1598;10
5269;3;1599;8
5270;3;1600;7
5271;3;1601;9
5272;3;1602;2
5273;3;1603;13
5274;3;1604;4
5275;3;1605;19
5276;3;1606;19
5277;3;1607;10
5278;3;1608;8
5279;3;1609;0
5280;3;1610;5
5281;3;1611;4
5282;3;1612;17
5283;3;1613;3
5284;3;1614;11
5285;3;1615;19
5286;3;1616;17
5287;3;1617;19
5288;3;1618;16
5289;3;1619;18
5290;3;1620;12
5291;3;1621;6
5292;3;1622;2
5293;3;1623;17
5294;3;1624;15
5295;3;1625;15
5296;3;1626;9
5297;3;1627;5
5298;3;1628;2
5299;3;1629;17
5300;3;1630;17
5301;3;1631;8
5302;3;1632;18
5303;3;1633;19
5304;3;1634;15
5305;3;1635;14
5306;3;1636;5
5307;3;1637;17
5308;3;1638;10
5309;3;1639;0
5310;3;1640;7
5311;3;1641;3
5312;3;1642;20
5313;3;1643;8
5314;3;1644;16
5315;3;1645;0
5316;3;1646;9
5317;3;1647;5
5318;3;1648;2
5319;3;1649;5
5320;3;1650;7
5321;3;1651;13
5322;3;1652;0
5323;3;1653;6
5324;3;1654;2
5325;3;1655;14
5326;3;1656;15
5327;3;1657;10
5328;3;1658;7
5329;3;1659;1
5330;3;1660;11
5331;3;1661;2
5332;3;1662;7
5333;3;1663;12
5334;3;1664;12
5335;3;1665;6
5336;3;1666;18
5337;3;1667;3
5338;3;1668;10
5339;3;1669;5
5340;3;1670;20
5341;3;1671;20
5342;3;1672;20
5343;3;1673;19
5344;3;1674;11
5345;3;1675;19
5346;3;1676;9
5347;3;1677;20
5348;3;1678;2
5349;3;1679;2
5350;3;1680;17
5351;3;1681;0
5352;3;1682;18
5353;3;1683;11
5354;3;1684;15
5355;3;1685;14
5356;3;1686;6
5357;3;1687;20
5358;3;1688;17
5359;3;1689;17
5360;3;1690;7
5361;3;1691;2
5362;3;1692;12
5363;3;1693;5
5364;3;1694;20
5365;3;1695;7
5366;3;1696;2
5367;3;1697;0
5368;3;1698;18
5369;3;1699;20
5370;3;1700;0
5371;3;1701;20
5372;3;1702;17
5373;3;1703;12
5374;3;1704;0
5375;3;1705;12
5376;3;1706;18
5377;3;1707;18
5378;3;1708;20
5379;3;1709;15
5380;3;1710;7
5381;3;1711;1
5382;3;1712;3
5383;3;1713;17
5384;3;1714;15
5385;3;1715;2
5386;3;1716;2
5387;3;1717;19
5388;3;1718;0
5389;3;1719;0
5390;3;1720;16
5391;3;1721;4
5392;3;1722;11
5393;3;1723;16
5394;3;1724;8
5395;3;1725;20
5396;3;1726;16
5397;3;1727;19
5398;3;1728;12
5399;3;1729;3
5400;3;1730;14
5401;3;1731;19
5402;3;1732;8
5403;3;1733;13
5404;3;1734;18
5405;3;1735;1
5406;3;1736;16
5407;3;1737;14
5408;3;1738;11
5409;3;1739;10
5410;3;1740;6
5411;3;1741;10
5412;3;1742;15
5413;3;1743;8
5414;3;1744;8
5415;3;1745;1
5416;3;1746;15
5417;3;1747;12
5418;3;1748;15
5419;3;1749;0
5420;3;1750;10
5421;3;1751;12
5422;3;1752;4
5423;3;1753;13
5424;3;1754;9
5425;3;1755;1
5426;3;1756;7
5427;3;1757;8
5428;3;1758;10
5429;3;1759;9
5430;3;1760;12
5431;3;1761;11
5432;3;1762;7
5433;3;1763;20
5434;3;1764;18
5435;3;1765;20
5436;3;1766;8
5437;3;1767;6
5438;3;1768;8
5439;3;1769;10
5440;3;1770;12
5441;3;1771;13
5442;3;1772;8
5443;3;1773;16
5444;3;1774;8
5445;3;1775;16
5446;3;1776;7
5447;3;1777;7
5448;3;1778;7
5449;3;1779;12
5450;3;1780;6
5451;3;1781;16
5452;3;1782;18
5453;3;1783;14
5454;3;1784;16
5455;3;1785;11
5456;3;1786;1
5457;3;1787;19
5458;3;1788;8
5459;3;1789;2
5460;3;1790;13
5461;3;1791;10
5462;3;1792;18
5463;3;1793;6
5464;3;1794;20
5465;3;1795;2
5466;3;1796;2
5467;3;1797;6
5468;3;1798;15
5469;3;1799;18
5470;3;1800;8
5471;3;1801;14
5472;3;1802;12
5473;3;1803;12
5474;3;1804;14
5475;3;1805;20
5476;3;1806;3
5477;3;1807;12
5478;3;1808;9
5479;3;1809;12
5480;3;1810;15
5481;3;1811;1
5482;3;1812;3
5483;3;1813;1
5484;3;1814;19
5485;3;1815;1
5486;3;1816;3
5487;3;1817;2
5488;3;1818;2
5489;3;1819;12
5490;3;1820;15
5491;3;1821;3
5492;3;1822;8
5493;3;1823;15
5494;3;1824;10
5495;3;1825;7
5496;3;1826;16
5497;3;1827;20
5498;3;1828;9
5499;3;1829;11
5500;3;1830;4
5501;3;1831;18
5502;3;1832;16
5503;3;1833;12
5504;3;1834;8
5505;3;1835;5
5506;4;1;0
5507;4;2;3
5508;4;3;10
5509;4;4;14
5510;4;5;13
5511;4;6;19
5512;4;7;0
5513;4;8;16
5514;4;9;7
5515;4;10;5
5516;4;11;5
5517;4;12;4
5518;4;13;18
5519;4;14;17
5520;4;15;20
5521;4;16;5
5522;4;17;14
5523;4;18;8
5524;4;19;5
5525;4;20;19
5526;4;21;3
5527;4;22;17
5528;4;23;20
5529;4;24;18
5530;4;25;17
5531;4;26;19
5532;4;27;20
5533;4;28;5
5534;4;29;4
5535;4;30;15
5536;4;31;5
5537;4;32;9
5538;4;33;6
5539;4;34;15
5540;4;35;2
5541;4;36;20
5542;4;37;0
5543;4;38;9
5544;4;39;13
5545;4;40;3
5546;4;41;14
5547;4;42;8
5548;4;43;2
5549;4;44;18
5550;4;45;11
5551;4;46;3
5552;4;47;4
5553;4;48;17
5554;4;49;20
5555;4;50;5
5556;4;51;2
5557;4;52;18
5558;4;53;18
5559;4;54;11
5560;4;55;3
5561;4;56;3
5562;4;57;3
5563;4;58;18
5564;4;59;15
5565;4;60;1
5566;4;61;8
5567;4;62;4
5568;4;63;4
5569;4;64;7
5570;4;65;17
5571;4;66;19
5572;4;67;2
5573;4;68;4
5574;4;69;9
5575;4;70;1
5576;4;71;19
5577;4;72;14
5578;4;73;2
5579;4;74;13
5580;4;75;16
5581;4;76;5
5582;4;77;0
5583;4;78;17
5584;4;79;0
5585;4;80;3
5586;4;81;20
5587;4;82;20
5588;4;83;9
5589;4;84;10
5590;4;85;18
5591;4;86;1
5592;4;87;1
5593;4;88;11
5594;4;89;13
5595;4;90;13
5596;4;91;13
5597;4;92;6
5598;4;93;17
5599;4;94;1
5600;4;95;19
5601;4;96;17
5602;4;97;9
5603;4;98;4
5604;4;99;20
5605;4;100;3
5606;4;101;14
5607;4;102;0
5608;4;103;16
5609;4;104;16
5610;4;105;1
5611;4;106;2
5612;4;107;2
5613;4;108;5
5614;4;109;14
5615;4;110;5
5616;4;111;19
5617;4;112;5
5618;4;113;8
5619;4;114;4
5620;4;115;13
